顧客ID,取引先名,取引先名（かな）,取引注意フラグ,郵便番号(請求先),都道府県(請求先),住所(請求先),ビル名（請求先）,代表電話,代表Fax,代表E-mail,請求書関連備考,請求書発行方法,請求書希望,会社名(請求書発送先),郵便番号(請求書発送先),住所(請求書発送先),ビル名(請求書発送先),TEL(請求書発送先),FAX(請求書発送先),Web サイト,業種,資本金,従業員数,工事対応エリア,関連会社,備考,※企業コード
5059,ヤマト運輸株式会社　滝川営業所,やまとうんゆ,取引可,073-0025,北海道,滝川市流通団地1丁目3-9,,080-5068-2954,0125-24-3919,,,,,,,,,,,https://www.kuronekoyamato.co.jp/,,,191172,,,,10433
5060,日本防水総業株式会社　本社,にほんぼうすいそうぎょう,取引可,060-0033,北海道,札幌市中央区北3条東4丁目1,,011-231-7511,011-231-2930,,,メール請求書,h_kano@nihonbousui.co.jp,,,,,,,http://nihonbousui.co.jp/,,"3,000万円",,,,,50792
5061,札幌中山建設株式会社,さっぽろなかやまけんせつ,取引可,002-0855,北海道,札幌市北区屯田5条3丁目14-20,,011-772-6365,011-773-6870,,,,,,,,,,,,,"1,000万円",8,,,,10437
5062,日本基礎技術株式会社　札幌支店,にほんきそぎじゅつ,取引可,060-0033,北海道,札幌市中央区北3条東8丁目8番地4,砂子ビル2F,011-252-3670,011-252-3671,,,,,,,,,,,https://www.jafec.co.jp/,,,,,,,40718
5063,株式会社スライブ,すらいぶ,取引可,002-8054,北海道,札幌市北区篠路町拓北19-183,,011-768-8120,011-768-8130,,,,,,,,,,,,,500万円,,,,,10452
5064,株式会社第一基礎,だいいちきそ,取引可,068-0817,北海道,岩見沢市美園7条8丁目2番3号,,0126-23-5777,0126-23-4803,,,,,,,,,,,http://daiichi-kiso.jp,,"2,000万円",,,,,10459
5065,有限会社ISSEI,いっせい,取引可,004-0835,北海道,札幌市清田区真栄5条3-12-18,,090-9339-7276,,,,,,,,,,,,,,300万円,,,,,10460
5066,株式会社八洲機電,やしまきでん,取引可,063-0812,北海道,札幌市西区琴似2条丁目4-10,,011-611-6968,011-611-6994,,必ず宿泊明細を添付,メール請求書,oshikiri0911@ab.auone-net.jp,,,,,,,https://www.yashimakiden.jp/,電気・通信工事,"3,700万円",91,,日立グループ特約店,,10464
5067,株式会社北日本工業,きたにほんこうぎょう,取引可,061-3244,北海道,石狩市新港南3-703-20,,0133-64-0337,0133-64-0552,,,,,,,,,,,,,500万円,74,,,,10465
5068,株式会社ガーデンプランニング,がーでんぷらんにんぐ,取引可,005-0842,北海道,札幌市南区石山2条7丁目12-39,,011-590-4721,011-522-6607,info@garden-planning.co.jp,,,,,,,,,,https://garden-planning.co.jp/,,,,,,,10472
5069,株式会社ダイイチテック,だいいちてっく,取引可,007-0848,北海道,札幌市東区北48条東15丁目2-1,,011-790-7739,011-790-7759,,,,,,,,,,,https://daichi-tech.com,,,,,,,10475
5070,株式会社加藤重機鋼業　機材センター,かとうじゅうきこうぎょう,取引可,062-3268,北海道,石狩市花畔140-7,,0133-72-8000,0133-72-8010,,,メール請求書,sato-katojuki@gol.com,,,,,,,http://katojuki.co.jp/,,700万円,,,,,10484
5071,若杉商会株式会社,わかすぎしょうかい,取引可,002-8035,北海道,札幌市北区西茨戸5条1丁目1-15,,011-214-1616,011-214-0686,,,紙請求書,紙請求希望,,,,,,,http://wakasugi-s.com,,"2,000万円",,,,,10488
5072,株式会社新成工業　札幌営業所,しんせいこうぎょう,取引可,003-0835,北海道,札幌市白石区北郷5条6丁目3-13,,011-871-8899,011-871-8855,,,メール請求書,hiroko.yamamoto@shinseis.co.jp,,,,,,,http://shinseis.co.jp,,300万円,,,,,10489
5073,株式会社カワバタ電王　北海道営業所,かわばたでんこう,取引可,065-0032,北海道,札幌市東区北32条東1丁目5番1号,,011-299-9398,011-299-5463,,,,,,,,,,,http://kawabatadenko.jp/,電気・通信工事,,,,,,10492
5074,有限会社田島電気,たじまでんき,取引可,002-0856,北海道,札幌市北区屯田6条1丁5-24,,011-773-1863,011-792-0702,,,,,,,,,,,,電気・通信工事,,,,,,10496
5075,日本マーキング株式会社,にほんまーきんぐ,取引可,006-0002,北海道,札幌市手稲区西宮の沢2条2丁目2-30,,011-666-8780,011-666-3131,,,,,,,,,,,http://nihon-marking.co.jp/,,"2,000万円",,,,,10518
5076,日本ケーブル株式会社　札幌支店,にほんけーぶる,取引可,064-0954,北海道,札幌市中央区宮の森4条1丁目3-35,,011-613-0521,,,,,,,,,,,,https://www.nipponcable.com,,,,,,,40717
5077,株式会社北川,きたがわ,取引可,065-0020,北海道,札幌市東区北20条東16丁目5-29,,011-783-0181,011-782-8076,,,,,,,,,,,https://www.interiart-kitagawa.com,,"3,000万円",,,,,10523
5078,【取引禁止】合同会社ネクストグラビティ,ねくすとぐらびてぃ,取引禁止,062-0054,北海道,札幌市豊平区月寒東4条7丁目3-22,プリモ月寒101,080-1883-2270,011-850-9406,,,,,,,,,,,,その他,,,,,,10527
5079,株式会社ウェッジ,うぇっじ,取引可,063-0033,北海道,札幌市西区西野3条4丁目10番20号,,011-669-7710,011-661-5060,,,,,,,,,,,,その他,,,,,,10537
5080,株式会社札幌教材製作所,さっぽろきょうざい,取引可,047-0261,北海道,小樽市銭函3丁目524番2,,0134-61-6201,0134-61-6202,,,,,,,,,,,https://s-kyozai.co.jp,その他,,,,,,10548
5081,有限会社ニシノ工業,にしのこうぎょう,取引可,080-0341,北海道,河東郡音更町字音更西3線8番43,,0155-29-1188,0155-29-1189,,,,,,,,,,,https://nishino-industry.com/,,300万円,,十勝・根室を中心に北海道全域,,,10556
5082,株式会社日本構造会,にほんこうぞうかい,取引可,099-0878,北海道,北見市東相内町991-21,,0157-33-5035,0157-33-5645,,,,,,,,,,,https://nihonkouzoukai.com/,,"2,007万円",,,,,10566
5083,有限会社クオリテイ,くおりてい,取引可,371-0103,群馬県,前橋市富士見町小暮1588-9,,090-3242-0815,027-288-4816,,,,,,,,,,,,その他,,,,,,10575
5084,有限会社久斗,ひさと,取引可,003-0835,北海道,札幌市白石区北郷5条5丁目6-25,,011-875-5353,011-875-5354,,,,,,,,,,,,,300万円,,,,,10583
5085,日栄興業株式会社,にちえいこうぎょう,取引可,061-1111,北海道,北広島市北の里256-1,,011-370-2727,011-373-6022,,,,,,,,,,,https://nichieikogyo.jp/,,,,,,,10584
5086,株式会社タダノ,ただの,取引可,078-8345,北海道,旭川市東光5条4丁目2-20,,0166-31-3063,0166-31-3099,,,,,,,,,,,,,,,,,,10587
5087,Stone Builders株式会社,すとーんびるだーず,取引可,004-0865,北海道,札幌市清田区北野5条1-10-15,,090-2695-0067,,,,,,,,,,,,https://stone-builders.com/company.html,,500万円,,,,,10595
5088,有限会社永尾工業,ながおこうぎょう,取引可,064-0952,北海道,札幌市中央区宮の森2条16丁目8-43,,090-8707-0684,011-643-0154,,,,,,,,,,,,その他,50万円,,,,,10615
5089,株式会社邦明商事　ガレージ,ほうめいしょうじ,取引可,003-0027,北海道,札幌市白石区本通18丁目北3-88,,011-864-3344,011-864-3348,,,,,,,,,,,http://www.homei-gr.com/beams/,その他,,,,,,10666
5090,千代田工業株式会社　大阪営業所,ちよだこうぎょう,取引可,530-0041,大阪府,大阪市北区天神橋2丁目北1-北1番21号,,066-358-3541,066-358-3367,,,,,,,,,,,https://www.chiyoda-kogyokk.jp,,300万円,,,,,10690
5091,パブリックコンサルタント株式会社,ぱぶりっくこんさるたんと,取引可,060-0005,北海道,札幌市中央区北5条西6丁目1番地23,第2道通ビル4F,011-222-2598,011-222-4833,,,,,,,,,,,https://www.public-con.co.jp/,,,,,,,10711
5092,株式会社山内産業,やまうちさんぎょう,取引可,061-0231,北海道,石狩郡当別町六軒町15番地1,,0133-25-2225,0133-25-2226,,,,,,,,,,,http://ym-sg.com/,,"1,100万円",,,,,10712
5093,株式会社藤正丸二物産,ふじしょうまるにぶっさん,取引可,001-0013,北海道,札幌市北区北13条西3丁目1-13,,011-726-4161,011-717-4483,,,紙請求書,紙請求希望,,,,,,,https://maruni-pipehouse.com,,,,,,,10823
5094,北広プラント工業株式会社,きたひろぷらんとこうぎょう,取引可,061-1274,北海道,北広島市大曲工業団地1丁目1-2,,011-377-2488,011-377-3522,,,メール請求書,business@kitahiro-plant.com,,,,,,,https://www.kitahiro-plant.com/,,"1,000万円",,北海道、本州,,,10942
5095,株式会社アイテス　帯広支店,あいてす,取引可,080-2465,北海道,帯広市西25条北1丁目3番2号,,0155-37-2410,0155-37-2373,,,メール請求書,ites-obihiro@hokkaidenko.co.jp,,,,,,,http://e-ites.com/,電気・通信工事,"4,000万円",,,,,10945
5096,株式会社恵新,けいしん,取引可,565-0817,大阪府,吹田市長野西13番4号,,06-7500-3153,06-7492-1239,,,,,,,,,,,http://www.keishin-2008.com/,電気・通信工事,,,,,,11125
5097,株式会社将軍ジャパン,しょうぐんじゃぱん,取引可,067-0059,北海道,江別市萌えぎ野西29-15,,011-380-2362,011-380-2530,,,,,,,,,,,https://corporate.shogun.bz,その他,,,,,,11376
5098,株式会社FIX,ふぃっくす,取引可,061-1423,北海道,恵庭市柏木町5丁目5番6号,,0123-32-8898,0123-32-8898,,,,,,,,,,,,,,,,,,11385
5099,アイアール株式会社　横浜支店,あいあーる,取引可,221-0835,神奈川県,神奈川区鶴屋町2丁目23-2,TSプラザビル4F,045-320-9500,,,,,,,,,,,,https://www.ir-inc.jp,,,,,,,11687
5100,株式会社藤井工務店,ふじいこうむてん,取引可,001-0907,北海道,札幌市北区新琴似7条17丁目4番3号,オークヴィレッジWAO A棟,011-768-2223,011-768-6665,,,,,,,,,,,https://www.fujiikohmuten.co.jp/,,"5,400万円",119,,,,20097
5101,株式会社夢翔,ゆめしょう,取引可,007-0803,北海道,札幌市東区東苗穂3条1丁目13-486,,011-299-5213,011-299-5214,,,,,,,,,,,,,500万円,,,,,20098
5102,札幌あすかぜ高校,さっぽろあすかぜこうこう,取引可,006-0860,北海道,札幌市手稲区手稲山口254,,090-2057-6059,,,,,,,,,,,,http://www.asukaze.hokkaido-c.ed.jp/,その他,,,,,,20099
5103,札幌啓成高校,さっぽろけいしこうこう,取引可,004-0004,北海道,札幌市厚別区厚別東4条8丁目6-1,,090-2076-4375,,,,,,,,,,,,http://www.sapporokeisei.hokkaido-c.ed.jp/,その他,,,,,,20100
5104,石狩翔陽高校,いしかりしょうようこうこう,取引可,061-3248,北海道,石狩市花川東128-31,,090-6218-3710,,,,,,,,,,,,http://www.ishikarishoyo.hokkaido-c.ed.jp/,その他,,,,,,20101
5105,株式会社辻プラント,つじぷらんと,取引可,003-0876,北海道,札幌市白石区東米里2124-45,,011-872-9764,011-872-9204,,,メール請求書,tashiro@tplant.co.jp,,,,,,,https://www.tplant.co.jp/,,"3,000万円",32,,,,20102
5106,東洋建装株式会社,とうようけんそう,取引可,060-0032,北海道,札幌市中央区北2条東16丁目2-1,,011-241-1560,011-222-6506,,,,,,,,,,,http://toyo-kenso.com/,,"1,000万円",3,,,,10040
5107,株式会社ケー・エフ・シーマスディック,けーえふしーますでぃっく,取引可,007-0834,北海道,札幌市東区北34条東9丁目1-1,ケー・エフ・シー札幌ビル,011-751-3221,011-751-3889,,,メール請求書,shinichi.motodate@kfcmasdic.co.jp,,,,,,,http://www.kfcmasdic.co.jp/,,"3,000万円",,,株式会社アール・ビー・アイ,,20105
5109,株式会社上村オール建材,うえむらおーるけんざい,取引可,076-0032,北海道,富良野市若松町6-8,,0167-22-4156,0167-22-4159,,,,,,,,,,,,,"1,800万円",8,,,,20107
5110,TKGコンサルタント株式会社,てぃーけーじーこんさるたんと,取引可,063-0034,北海道,札幌市西区西野4条9丁目3-31-205,,011-500-2448,011-351-8080,,,,,,,,,,,,その他,,,,,,20108
5111,株式会社小鍛冶組　中央オフィス,こかじぐみ,取引可,064-0913,北海道,札幌市中央区南13条西1丁目3番25号,アスレチックテラス2階,011-522-8550,011-522-8551,,,,keiri@kokaji.co.jp,,,,,,,https://www.kokaji.co.jp/,,"5,550万円",137,,,,20110
5112,株式会社ホワイトロード,ほわいとろーど,取引可,002-8052,北海道,札幌市北区篠路町上篠路260-59,,011-214-1201,011-299-1400,,,,,,,,,,,,,,,,,,20111
5113,株式会社北誠空調工業,ほくせいくうちょうこうぎょう,取引可,003-0869,北海道,札幌市白石区川下2168-2,,011-875-4982,011-875-4983,,,,,,,,,,,,管工事（空調設備、給排水設備等）,300万円,,,,,20112
5114,エア・ウォーター北海道・産業ガス株式会社　工事管理部　道央グループ,えあうぉーたーてくのそりゅーしょんず,取引可,007-0883,北海道,札幌市東区北丘珠3条3丁目2番16号,,011-785-1331,011-785-2594,,,,,,,,,,,https://awts.co.jp/,,"2,000万円",,,,旧社名：エア・ウォーター・テクノソリューションズ株式会社,20113
5115,株式会社カネトミ北勝興業　銭函工場,かねとみほくしょうこうぎょう,取引可,047-0261,北海道,小樽市銭函3丁目521-10,,0134-61-3311,0134-61-3355,,,,,,,,,,,https://kanetomi.co.jp/,鋼構造物・鉄筋工事,"1,000万円",51,,,,20114
5116,ライト工業株式会社　北海道統括支店,らいとこうぎょう,取引可,060-0006,北海道,札幌市中央区北六条西18-1-7,,011-631-6488,011-642-1567,,,紙請求書,紙請求希望,,,,,,,https://www.raito.co.jp/company/gaiyou/index.html,,"61億1,947万5,000円",967,,,,20115
5117,株式会社藤本工業,ふじもとこうぎょう,取引可,007-0814,北海道,札幌市東区東苗穂14条2-6-26,,011-791-8824,,,,,,,,,,,,,,100万円,,,,,20116
5118,株式会社丸清基礎工業,まるせいきそこうぎょう,取引可,067-0051,北海道,江別市工栄町21-8,,011-382-3751,011-384-5880,,,メール請求書,hirose@marusei-kiso.com,,,,,,,http://marusei-kiso.com/,,"2,000万円",44,,,,20117
5119,株式会社ルーフワン　釧路営業所,るーふわん,取引可,084-0905,北海道,釧路市鳥取南4丁目1番6号,,0154-53-9221,0154-53-9222,y-fujita835@ksr-katayama.com,,メール請求書,y-fujita835@ksr-katayama.com,,,,,,,https://www.946roofone.com/,,"1,000万円",24,,釧路片山鉄建株式會社,,20120
5120,東興アイテック株式会社　札幌支店　防水事業部,とうこうあいてっく,取引可,064-0913,北海道,札幌市中央区南13条西21丁目3-17,,011-590-4694,011-590-4695,,,,,,,,,,,https://tokoai.com,,,,,,,取引無し
5121,有限会社大蔵建設,おおくらけんせつ,取引可,003-0821,北海道,札幌市白石区菊水元町1条4丁目1-1,,011-872-2131,011-788-6215,,,,,,,,,,,https://qm4ffzyo.jbplt.jp/,,300万円,,,,,20123
5122,株式会社イトウ塗装,いとうとそう,取引可,076-0022,北海道,富良野市若葉町14-3,,0167-22-4059,0167-22-5526,,,,,,,,,,,https://www.itoutosou.com/,,,,,,,20124
5123,株式会社ホロトラ建設興業　苫小牧営業所／バス部ケープ観光,けーぷかんこう,取引可,059-1364,北海道,苫小牧市沼ノ端13-38,,0144-82-8430,0144-82-8216,shinji.cape@theia.ocn.ne.jp,,,,,,,,,,https://www.cape-kanko.com/,,"3,000万円",,,,社名変更：ケープ観光株式会社,20125
5124,高木テント工業株式会社,たかぎてんとこうぎょう,取引可,063-0846,北海道,札幌市西区八軒6条西7丁目2-3,,011-611-3502,011-641-2483,takagitent@able.ocn.ne.jp,,メール請求書,takagitent@able.ocn.ne.jp,,,,,,,https://do-tent.jp/syoukai/01s_04takagi.html,,"1,000万円",,,,,20126
5125,岩本金属工業株式会社,いわもときんぞくこうぎょう,取引可,003-0852,北海道,札幌市白石区川北2条1丁目11番20号,,011-872-0636,011-872-0640,,,メール請求書,iwamotokinzoku@beige.plala.or.jp,,,,,,,http://iwamoto-kinzoku.co.jp/,,"2,000万円",10,,,,20128
5126,有限会社ジーアイ産業,じーあいさんぎょう,取引可,007-0820,北海道,札幌市東区東雁来6条2丁目4-1,,011-785-6310,011-785-6317,gi-aisangyou.1998@athena.ocn.ne.jp,,,,,,,,,,http://gi-sangyo.com/,,550万円,20,,,,20129
5127,株式会社CALME,かるむ,取引可,004-0847,北海道,札幌市清田区清田7条4丁目3番57号,,011-882-0157,011-882-0157,,,,,,,,,,,,,100万円,,,,,20130
5128,株式会社日胆テクノ,にったんてくの,取引可,053-0052,北海道,苫小牧市新開町2丁目4番2号,,0144-55-5660,0144-55-4660,tomakomai@nittan-t.co.jp,,メール請求書,tomakomai@nittan-t.co.jp,株式会社日胆テクノ　室蘭工事センター,053-0052,苫小牧新開町2丁目4-2,,0144-55-5560,0144-55-4660,https://nittan-t.co.jp/,電気・通信工事,"2,000万円",40,,,北海道電力ネットワーク株式会社の苫小牧、室蘭の仕事,20131
5129,有限会社道東保安電設,どうとうほあんでんせつ,取引可,085-0043,北海道,釧路市喜多町2-19,,0154-32-5865,0154-32-5866,,,,,,,,,,,,電気・通信工事,300万円,,,,,20132
5130,株式会社大誠電機,たいせいでんき,取引可,051-0031,北海道,室蘭市築地町89番地25,,0143-24-2527,0143-22-3860,,,メール請求書,seikyu@taisei-denk.biz,,,,,,,https://taisei-muroran.jp/index.php,電気・通信工事,"2,000万円",38,,,国・道・市の入札工事など。主要取引先：北海道、室蘭市、室蘭工業大学、日鉄テックスエンジ㈱、函館どつく㈱、水ingAM㈱、ナラサキ産業㈱など,20133
5131,株式会社佐孝重建工業　事務所,さこうじゅうけんこうぎょう,取引可,047-0156,北海道,小樽市桜3丁目22-32,,0134-61-1343,0134-61-1343,,,,,,,,,,,https://sako-juken.com/,,300万円,,,,,20134
5132,上口建設株式会社　札幌営業所,かみぐちけんせつ,取引可,001-0010,北海道,札幌市北区北10条西1丁目10番地1,MCビル8F,011-374-1545,011-374-1546,,,,,,,,,,,http://kamiguchikensetu.com/,,"1,000万円",28,室蘭市、登別市,,,20135
5133,株式会社谷内江地質,やちえちしつ,取引可,064-0807,北海道,札幌市中央区南7条西15丁目1-13,,011-522-7967,011-522-7967,,,メール請求書,yachiechishitsu-h@beach.ocn.ne.jp,,,,,,,,,,,,,,20136
